Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,Has_CreditCard,LoanAmount,Loan_Amount_Term,Owns_House,Property_Area,Loan_Status
Male,Yes,1,Graduate,No,23098.0,1444.0,Yes,695,360,0,Urban,N
Female,Yes,1,Graduate,No,24494.0,22406.0,Yes,454,300,1,Semiurban,N
Female,No,1,Not Graduate,Yes,5397.0,24288.0,Yes,67,120,1,Urban,N
Other,Yes,0,Not Graduate,Yes,29770.0,7793.0,Yes,417,300,0,Rural,N
Male,No,0,Not Graduate,Yes,41222.0,6677.0,Yes,306,300,1,Rural,Y
Other,Yes,3,Not Graduate,No,53707.0,40629.0,Yes,270,360,0,Semiurban,N
Female,Yes,1,Not Graduate,Yes,52033.0,25498.0,Yes,322,300,1,Semiurban,Y
Female,No,3,Graduate,No,73038.0,13268.0,Yes,426,60,0,Rural,N
Other,Yes,0,Not Graduate,No,68879.0,10634.0,Yes,296,180,0,Urban,N
Female,Yes,2,Graduate,Yes,70080.0,6420.0,Yes,439,60,0,Urban,N
Other,Yes,2,Not Graduate,Yes,72532.0,18046.0,Yes,296,240,1,Semiurban,Y
Male,No,0,Graduate,No,51787.0,998.0,Yes,222,300,1,Rural,Y
Male,Yes,1,Not Graduate,Yes,63162.0,28757.0,Yes,377,120,1,Rural,Y
Male,Yes,3,Graduate,No,65926.0,4302.0,Yes,172,300,0,Semiurban,Y
Other,Yes,3,Graduate,No,7986.0,7830.0,Yes,516,120,0,Urban,Y
Female,No,0,Not Graduate,Yes,3235.0,47666.0,Yes,685,60,1,Rural,Y
Male,Yes,2,Graduate,No,10993.0,18908.0,Yes,280,240,0,Urban,N
Male,Yes,0,Not Graduate,No,17836.0,46822.0,Yes,361,180,1,Urban,N
Male,Yes,2,Not Graduate,No,73760.0,28033.4,Yes,698,120,0,Semiurban,N
Female,Yes,0,Not Graduate,No,36006.0,32898.0,Yes,525,240,1,Urban,Y
Female,Yes,3,Not Graduate,No,24308.0,45191.0,Yes,239,360,1,Semiurban,Y
Other,Yes,2,Not Graduate,Yes,68587.0,11609.0,Yes,550,300,0,Semiurban,N
Female,Yes,0,Not Graduate,Yes,29731.0,43177.0,Yes,682,60,0,Urban,Y
Other,Yes,1,Not Graduate,No,69592.0,33954.0,Yes,336,120,1,Rural,Y
Other,Yes,3,Graduate,Yes,11498.0,37062.0,Yes,370,180,0,Urban,N
Other,No,3,Not Graduate,Yes,48066.0,40903.0,Yes,110,300,0,Semiurban,N
Other,Yes,1,Graduate,No,49718.0,23599.0,Yes,187,60,1,Urban,Y
Other,No,0,Not Graduate,Yes,21993.0,24373.0,Yes,175,60,1,Rural,N
Female,No,3,Graduate,Yes,72136.0,42477.0,Yes,263,240,1,Urban,Y
Male,Yes,0,Graduate,No,49123.0,29219.0,Yes,242,60,1,Semiurban,N
Other,No,1,Graduate,No,49264.0,49157.0,Yes,638,240,1,Urban,Y
Female,No,2,Graduate,No,48606.0,49862.0,Yes,72,240,1,Urban,Y
Male,No,0,Not Graduate,No,39346.0,2150.0,Yes,432,120,1,Urban,Y
Male,Yes,0,Not Graduate,Yes,38311.0,23226.0,Yes,205,60,1,Rural,Y
Other,No,3,Graduate,Yes,45262.0,14144.0,Yes,142,360,1,Urban,N
Male,Yes,3,Not Graduate,No,56166.0,26289.0,Yes,658,360,0,Urban,N
Male,No,2,Graduate,Yes,42075.0,20906.0,Yes,179,240,0,Urban,N
Male,No,0,Graduate,No,39382.0,12458.0,Yes,476,300,0,Rural,N
Male,Yes,1,Graduate,No,58223.0,38576.0,Yes,274,180,1,Urban,Y
Male,Yes,1,Graduate,Yes,7806.0,31435.0,Yes,61,300,0,Urban,N
Other,No,0,Not Graduate,No,32357.0,7892.0,Yes,123,360,1,Rural,Y
Male,No,3,Graduate,Yes,61877.0,5553.0,Yes,160,180,0,Semiurban,N
Other,Yes,0,Graduate,No,56155.0,19988.0,Yes,531,240,1,Semiurban,Y
Other,Yes,3,Not Graduate,No,40150.4,27223.0,Yes,246,240,1,Semiurban,Y
Male,No,2,Graduate,Yes,4707.0,31145.0,Yes,113,120,1,Rural,N
Other,Yes,2,Not Graduate,No,54596.0,7154.0,Yes,543,60,1,Semiurban,Y
Other,Yes,2,Not Graduate,Yes,25290.0,39907.0,Yes,114,120,0,Rural,N
Male,No,3,Not Graduate,Yes,22311.0,15479.0,Yes,309,120,0,Rural,N
Female,Yes,1,Not Graduate,Yes,53009.0,20366.0,Yes,218,240,0,Urban,Y
Male,No,1,Not Graduate,Yes,51175.0,177.0,Yes,226,240,0,Urban,N
Female,Yes,2,Graduate,Yes,5720.0,48256.0,Yes,194,120,0,Rural,Y
Male,No,2,Graduate,Yes,38790.0,10802.0,Yes,636,240,0,Semiurban,N
Male,No,3,Graduate,No,30472.0,37281.0,Yes,104,120,0,Rural,N
Male,No,3,Not Graduate,No,25442.0,41513.0,Yes,683,180,0,Semiurban,N
Male,Yes,0,Not Graduate,Yes,26802.0,44349.0,Yes,588,120,0,Rural,N
Female,No,3,Not Graduate,Yes,57115.0,30267.8,Yes,185,60,1,Semiurban,Y
Female,No,0,Not Graduate,Yes,15721.0,16625.0,Yes,421,120,1,Semiurban,Y
Other,Yes,2,Not Graduate,No,73387.0,28575.0,Yes,72,180,0,Rural,N
Male,No,1,Not Graduate,No,38757.0,42339.0,Yes,587,360,1,Rural,Y
Female,No,3,Graduate,No,39598.0,9788.0,Yes,211,300,1,Rural,Y
Female,No,1,Not Graduate,No,31232.0,40796.0,Yes,209,120,1,Rural,Y
Female,Yes,3,Graduate,Yes,41171.0,13749.0,Yes,567,180,0,Rural,Y
Male,Yes,3,Graduate,Yes,29082.0,46521.0,Yes,426,180,0,Semiurban,N
Other,Yes,0,Graduate,Yes,4939.0,10196.0,Yes,364,240,1,Semiurban,N
Female,Yes,3,Not Graduate,Yes,34989.0,31127.0,Yes,266,60,1,Rural,N
Male,No,2,Not Graduate,Yes,71322.0,1300.0,Yes,313,120,1,Semiurban,Y
Female,Yes,1,Not Graduate,No,17454.0,40691.0,Yes,601,60,1,Semiurban,Y
Female,Yes,3,Not Graduate,Yes,4377.0,23862.0,Yes,389,180,0,Semiurban,N
Other,Yes,1,Not Graduate,No,38523.0,39441.0,Yes,511,60,1,Semiurban,Y
Female,No,1,Graduate,Yes,33807.0,30591.0,Yes,210,360,0,Semiurban,N
Female,No,1,Graduate,Yes,21467.0,44744.0,Yes,363,360,1,Semiurban,Y
Male,No,3,Not Graduate,No,40177.0,23027.0,Yes,180,300,0,Rural,N
Male,Yes,0,Graduate,No,15287.0,37055.0,Yes,128,240,0,Semiurban,N
Other,No,1,Graduate,Yes,51667.0,14384.0,Yes,516,60,0,Rural,N
Male,No,1,Not Graduate,No,15838.0,39005.0,Yes,114,240,0,Urban,N
Male,Yes,3,Graduate,No,35065.0,21410.0,Yes,618,240,0,Semiurban,N
Other,No,3,Graduate,No,58259.0,26348.0,Yes,468,120,1,Rural,Y
Female,Yes,2,Not Graduate,Yes,51867.0,36573.0,Yes,101,60,1,Semiurban,Y
Other,Yes,2,Graduate,Yes,39872.0,2214.0,Yes,637,360,1,Urban,Y
Male,No,0,Not Graduate,Yes,67870.0,30973.0,Yes,664,120,1,Rural,Y
Other,Yes,0,Not Graduate,No,13522.0,24632.0,Yes,75,180,1,Urban,N
Female,Yes,0,Not Graduate,No,32132.0,16621.0,Yes,76,300,1,Urban,N
Other,Yes,0,Graduate,Yes,43425.0,732.0,Yes,329,60,0,Urban,Y
Male,Yes,1,Graduate,Yes,8478.0,47693.0,Yes,553,300,1,Semiurban,N
Male,Yes,3,Graduate,No,62355.0,22547.0,Yes,386,120,0,Rural,N
Other,Yes,2,Not Graduate,Yes,54793.0,20273.0,Yes,188,60,1,Semiurban,Y
Female,No,1,Graduate,Yes,8025.0,35592.0,Yes,647,300,1,Semiurban,N
Other,Yes,3,Graduate,No,10764.0,2454.0,Yes,441,120,0,Urban,Y
Female,Yes,3,Not Graduate,No,70648.0,29487.0,Yes,283,240,1,Semiurban,Y
Female,Yes,1,Not Graduate,Yes,72036.0,30689.0,Yes,481,180,0,Rural,N
Other,Yes,1,Not Graduate,No,34521.0,22607.0,Yes,337,240,1,Rural,Y
Female,No,2,Graduate,No,43392.0,45265.0,Yes,78,300,0,Urban,Y
Male,No,0,Not Graduate,Yes,31807.0,49919.0,Yes,155,180,1,Semiurban,Y
Other,Yes,0,Graduate,No,65201.0,11575.0,Yes,657,360,1,Semiurban,Y
Female,No,2,Not Graduate,No,21013.0,40936.0,Yes,553,120,1,Urban,Y
Male,Yes,2,Not Graduate,Yes,14311.0,2424.0,Yes,682,180,0,Semiurban,Y
Other,Yes,0,Not Graduate,No,33627.0,38951.0,Yes,665,60,1,Urban,Y
Male,Yes,1,Not Graduate,No,12041.0,49865.0,Yes,226,120,0,Semiurban,Y
Male,Yes,0,Graduate,Yes,59513.0,16469.0,Yes,433,180,0,Rural,Y
Male,No,3,Graduate,No,74796.0,34784.0,Yes,347,300,1,Urban,Y
Other,Yes,2,Not Graduate,Yes,46827.0,11678.0,Yes,203,60,0,Semiurban,N
Other,Yes,0,Graduate,No,14427.0,5701.0,Yes,125,300,1,Rural,Y
Female,No,0,Not Graduate,Yes,37078.0,20098.0,Yes,600,60,0,Rural,N
Other,No,3,Not Graduate,Yes,34213.0,45699.0,Yes,220,60,1,Urban,Y
Male,Yes,0,Graduate,No,33653.8,42231.0,Yes,613,360,0,Urban,N
Other,No,2,Not Graduate,Yes,66741.0,15002.0,Yes,684,60,1,Rural,Y
Female,Yes,2,Not Graduate,Yes,62000.0,28389.0,Yes,149,300,1,Semiurban,N
Male,No,3,Graduate,No,30207.0,48356.0,Yes,323,180,0,Urban,N
Female,No,0,Graduate,Yes,6936.0,18792.0,Yes,347,360,1,Semiurban,N
Male,No,0,Not Graduate,Yes,54775.0,47971.0,Yes,261,180,1,Semiurban,Y
Male,No,3,Graduate,No,21674.0,29421.0,Yes,51,240,1,Semiurban,N
Other,Yes,1,Not Graduate,No,52790.0,22702.0,Yes,338,60,1,Rural,Y
Male,Yes,1,Graduate,Yes,17374.0,6971.0,Yes,258,120,1,Semiurban,Y
Female,No,0,Not Graduate,Yes,18317.0,19235.0,Yes,620,240,1,Semiurban,Y
Other,Yes,2,Not Graduate,Yes,32181.0,34165.0,Yes,661,240,1,Urban,Y
Female,No,1,Not Graduate,No,14780.0,10157.0,Yes,495,60,0,Urban,N
Male,No,0,Graduate,Yes,55994.0,36924.0,Yes,240,240,0,Rural,N
Female,Yes,1,Graduate,No,23402.0,1530.0,Yes,646,180,1,Urban,N
Female,Yes,3,Not Graduate,Yes,66907.0,774.0,Yes,71,120,1,Urban,Y
Male,Yes,1,Graduate,Yes,26276.0,7985.0,Yes,322,180,1,Semiurban,Y
Other,No,1,Graduate,No,4052.0,8307.0,Yes,180,360,0,Rural,N
Male,Yes,2,Not Graduate,No,64980.0,30119.0,Yes,241,180,1,Urban,Y
Other,Yes,0,Graduate,No,28699.0,21631.0,Yes,315,240,0,Rural,N
Other,Yes,2,Graduate,Yes,37111.0,48132.0,Yes,292,300,1,Rural,Y
Other,No,2,Graduate,Yes,64065.0,17733.0,Yes,663,300,1,Urban,Y
Female,No,1,Not Graduate,No,72452.0,46278.0,Yes,261,180,1,Rural,Y
Female,No,0,Not Graduate,No,38691.0,48358.0,Yes,634,240,1,Rural,Y
Female,No,1,Not Graduate,No,50197.0,19231.0,Yes,57,240,0,Rural,N
Other,No,3,Graduate,Yes,55404.0,40782.0,Yes,489,300,0,Urban,N
Female,No,2,Not Graduate,Yes,63736.0,626.0,Yes,659,120,0,Rural,N
Male,No,2,Graduate,Yes,26942.0,30028.0,Yes,635,120,0,Semiurban,N
Female,Yes,3,Graduate,Yes,71928.0,38729.0,Yes,127,240,0,Semiurban,N
Female,No,0,Not Graduate,No,22001.0,31143.0,Yes,553,360,1,Urban,N
Other,No,2,Graduate,No,31696.0,46392.0,Yes,263,360,1,Urban,Y
Female,No,2,Not Graduate,No,25319.0,45578.0,Yes,228,360,0,Semiurban,N
Male,No,0,Graduate,Yes,40123.0,23975.0,Yes,620,60,1,Rural,Y
Other,Yes,1,Graduate,Yes,54165.0,26798.0,Yes,78,360,0,Urban,N
Male,No,3,Graduate,Yes,21311.0,27521.0,Yes,654,360,1,Urban,Y
Other,Yes,3,Graduate,No,25642.0,10613.0,Yes,184,240,0,Urban,N
Female,No,3,Not Graduate,No,73083.0,19441.0,Yes,477,180,0,Rural,N
Male,No,2,Not Graduate,No,32371.0,5867.0,Yes,183,300,1,Urban,N
Other,No,0,Not Graduate,Yes,68244.0,29114.0,Yes,532,300,1,Semiurban,Y
Female,No,3,Not Graduate,Yes,37450.0,23589.0,Yes,117,60,1,Semiurban,Y
Other,No,1,Graduate,Yes,26407.0,11023.0,Yes,511,240,1,Urban,N
Other,No,3,Graduate,No,73188.0,22391.0,Yes,503,120,1,Rural,Y
Other,No,2,Not Graduate,No,7445.0,28503.0,Yes,66,300,0,Semiurban,Y
Other,Yes,1,Not Graduate,No,34096.0,9211.0,Yes,201,300,1,Semiurban,N
Other,Yes,1,Graduate,No,4142.0,32506.0,Yes,510,60,0,Urban,N
Other,No,0,Not Graduate,Yes,52897.0,2006.0,Yes,297,180,1,Semiurban,Y
Female,Yes,1,Graduate,Yes,68485.0,42522.0,Yes,445,360,1,Rural,Y
Other,No,0,Graduate,No,70266.0,9033.0,Yes,206,300,1,Rural,Y
Male,Yes,0,Not Graduate,Yes,66202.0,34971.0,Yes,649,360,0,Semiurban,N
Female,No,1,Graduate,No,64466.0,15064.0,Yes,367,240,1,Urban,N
Male,Yes,0,Graduate,No,7123.0,31904.0,Yes,147,300,1,Rural,Y
Other,No,0,Not Graduate,No,71766.0,28475.0,Yes,127,180,1,Rural,Y
Male,Yes,1,Not Graduate,No,21898.0,3197.0,Yes,588,180,0,Rural,N
Other,Yes,2,Graduate,No,44067.0,42669.0,Yes,345,240,1,Semiurban,Y
Other,No,3,Not Graduate,Yes,48946.0,38434.0,Yes,480,360,1,Rural,Y
Female,No,0,Graduate,Yes,65429.0,23790.0,Yes,449,120,0,Rural,Y
Female,Yes,0,Not Graduate,Yes,10992.0,42024.0,Yes,62,240,1,Semiurban,Y
Female,No,3,Graduate,Yes,13125.0,18892.0,Yes,448,180,0,Semiurban,N
Male,Yes,3,Graduate,Yes,25430.0,34486.0,Yes,449,180,1,Urban,Y
Female,No,0,Graduate,No,12226.0,30084.0,Yes,93,300,0,Urban,Y
Female,Yes,1,Graduate,No,20220.0,11524.0,Yes,421,180,0,Semiurban,Y
Male,Yes,2,Graduate,Yes,7702.0,24197.0,Yes,423,360,1,Urban,Y
Female,No,3,Graduate,No,3641.0,2593.0,Yes,656,180,1,Rural,N
Other,No,2,Graduate,No,43673.0,33466.0,Yes,608,60,1,Urban,N
Male,No,1,Graduate,No,58405.0,7568.0,Yes,534,300,1,Urban,Y
Male,Yes,1,Graduate,Yes,44602.0,1225.0,Yes,133,60,0,Semiurban,N
Other,Yes,0,Not Graduate,Yes,68322.0,13180.0,Yes,532,300,0,Rural,Y
Other,No,2,Not Graduate,No,71384.0,35470.0,Yes,345,240,0,Rural,N
Female,Yes,0,Not Graduate,Yes,19077.0,34972.0,Yes,155,300,0,Rural,N
Other,Yes,0,Graduate,Yes,6612.0,2228.0,Yes,656,180,1,Semiurban,N
Female,No,1,Graduate,Yes,61192.0,10648.0,Yes,258,120,1,Urban,Y
Male,Yes,2,Not Graduate,No,69998.0,4948.0,Yes,219,60,1,Rural,N
Other,Yes,3,Graduate,Yes,58114.0,31696.0,Yes,559,360,0,Rural,Y
Other,No,2,Graduate,Yes,42579.0,20186.0,Yes,399,120,1,Urban,Y
Male,No,3,Graduate,Yes,51068.0,3099.0,Yes,640,360,1,Urban,Y
Male,No,0,Graduate,No,37924.0,28310.0,Yes,515,180,1,Rural,Y
Other,No,0,Graduate,Yes,5919.0,45926.0,Yes,130,60,0,Rural,N
Male,No,1,Graduate,Yes,66768.0,45667.0,Yes,498,300,0,Rural,N
Female,No,3,Not Graduate,No,46910.0,17922.0,Yes,681,300,1,Urban,Y
Male,No,2,Not Graduate,Yes,37005.0,41561.0,Yes,150,240,0,Rural,N
Male,No,1,Not Graduate,Yes,13657.0,43024.0,Yes,418,120,1,Semiurban,Y
Other,No,1,Not Graduate,Yes,21394.0,31568.0,Yes,579,360,0,Urban,Y
Female,Yes,1,Not Graduate,Yes,41397.0,6978.0,Yes,314,300,0,Semiurban,N
Male,No,2,Graduate,No,26874.0,12098.0,Yes,251,180,1,Urban,Y
Female,No,1,Graduate,No,32873.0,33313.0,Yes,167,300,1,Rural,Y
Female,Yes,2,Graduate,No,26670.0,38700.0,Yes,172,240,0,Urban,N
Female,No,1,Not Graduate,Yes,45097.4,38971.0,Yes,74,60,1,Urban,Y
Other,Yes,3,Not Graduate,Yes,67069.0,41143.0,Yes,418,300,1,Rural,Y
Male,Yes,0,Graduate,Yes,58352.0,49989.0,Yes,434,180,0,Urban,N
Other,No,3,Not Graduate,Yes,18768.0,17772.0,Yes,620,300,1,Rural,Y
Male,Yes,3,Graduate,No,69113.0,14240.0,Yes,323,360,1,Rural,Y
Male,No,1,Graduate,Yes,27463.0,17841.0,Yes,96,360,0,Urban,N
Other,No,3,Graduate,No,33836.0,11462.0,Yes,384,300,1,Semiurban,Y
Female,Yes,3,Not Graduate,Yes,14688.0,19184.0,Yes,466,180,1,Rural,Y
Female,Yes,3,Not Graduate,Yes,20202.0,36071.0,Yes,583,60,1,Rural,Y
Male,Yes,1,Graduate,No,10188.0,26029.0,Yes,393,180,0,Rural,N
Other,No,2,Graduate,Yes,56326.0,44595.0,Yes,370,300,0,Rural,N
Female,No,0,Not Graduate,Yes,17135.0,23670.0,Yes,188,180,1,Semiurban,Y
Female,Yes,0,Not Graduate,Yes,37657.0,36054.0,Yes,156,360,0,Rural,N
Male,No,2,Not Graduate,Yes,3558.0,7489.0,Yes,395,360,0,Semiurban,N
Male,No,2,Not Graduate,No,55085.0,17556.0,Yes,496,360,0,Semiurban,Y
Other,Yes,3,Graduate,Yes,29195.0,15767.0,Yes,511,240,1,Rural,N
Male,Yes,0,Graduate,No,17443.0,1711.0,Yes,265,60,1,Urban,Y
Female,Yes,2,Not Graduate,No,67286.0,38264.0,Yes,431,120,1,Semiurban,Y
Female,Yes,3,Not Graduate,Yes,26215.0,25356.0,Yes,98,360,1,Urban,N
Female,Yes,0,Not Graduate,Yes,8949.0,23871.0,Yes,666,300,0,Rural,N
Female,Yes,1,Not Graduate,No,43411.0,17412.0,Yes,106,60,0,Urban,N
Other,Yes,1,Graduate,No,52221.0,45683.0,Yes,575,240,1,Urban,Y
Other,Yes,0,Not Graduate,Yes,71438.0,35018.0,Yes,388,300,1,Rural,Y
Male,Yes,0,Not Graduate,Yes,65521.0,48164.0,Yes,57,180,1,Urban,Y
Male,Yes,1,Graduate,No,23724.0,4383.0,Yes,72,120,0,Rural,N
Male,No,1,Not Graduate,Yes,74431.0,7451.0,Yes,93,240,0,Urban,N
Other,No,0,Graduate,Yes,25081.0,42028.0,Yes,627,180,0,Semiurban,N
Female,Yes,3,Graduate,No,47732.0,24859.0,Yes,486,180,0,Rural,N
Male,No,2,Graduate,Yes,59867.0,37445.0,Yes,118,360,0,Urban,N
Female,No,2,Not Graduate,No,59899.0,36256.0,Yes,643,300,1,Semiurban,Y
Male,No,2,Not Graduate,No,32903.0,3212.0,Yes,326,60,1,Urban,Y
Male,No,1,Not Graduate,No,32393.0,916.0,Yes,541,180,1,Urban,Y
Male,No,1,Graduate,No,49509.0,25146.0,Yes,132,180,0,Urban,N
Male,Yes,2,Graduate,No,51234.0,27375.0,Yes,361,120,1,Semiurban,Y
Female,Yes,0,Graduate,No,33101.0,11430.0,Yes,151,240,0,Rural,N
Male,No,1,Not Graduate,Yes,17213.0,30317.0,Yes,275,60,0,Urban,Y
Female,No,3,Not Graduate,Yes,7351.0,39037.0,Yes,435,60,1,Semiurban,Y
Other,Yes,3,Graduate,No,43236.0,12759.0,Yes,517,60,0,Urban,N
Male,No,1,Not Graduate,No,16241.0,38810.0,Yes,190,360,1,Semiurban,N
Female,No,1,Graduate,No,25179.0,41580.0,Yes,575,240,1,Urban,Y
Other,No,2,Not Graduate,No,50665.0,29348.0,Yes,381,180,0,Urban,N
Other,No,0,Not Graduate,No,64242.0,14705.0,Yes,318,60,0,Urban,N
Other,No,2,Not Graduate,Yes,7455.0,25346.0,Yes,393,120,1,Urban,Y
Female,Yes,0,Not Graduate,No,43459.0,39499.0,Yes,143,180,1,Urban,N
Male,Yes,3,Graduate,Yes,63899.0,30726.0,Yes,661,300,1,Rural,Y
Male,No,3,Graduate,No,20597.0,11539.0,Yes,119,240,0,Semiurban,N
Female,Yes,0,Graduate,No,58591.0,49216.0,Yes,175,360,0,Urban,N
Male,No,2,Not Graduate,Yes,49209.0,3698.0,Yes,432,120,1,Urban,Y
Female,No,1,Not Graduate,No,12052.0,32969.0,Yes,237,240,0,Urban,N
Male,No,0,Graduate,No,38691.0,4237.0,Yes,555,180,1,Semiurban,Y
Other,No,2,Graduate,Yes,20816.0,16334.0,Yes,631,360,0,Semiurban,N
Male,No,3,Graduate,Yes,68876.0,19553.0,Yes,361,120,0,Rural,N
Female,No,1,Not Graduate,No,59533.0,2864.0,Yes,184,60,0,Semiurban,N
Female,No,3,Graduate,Yes,17206.0,39128.0,Yes,670,180,1,Urban,N
Other,No,0,Graduate,No,34518.0,15326.0,Yes,198,180,1,Semiurban,Y
Female,No,3,Graduate,Yes,4198.0,48713.0,Yes,151,240,0,Urban,N
Male,Yes,3,Graduate,No,40064.0,5412.0,Yes,407,180,1,Rural,Y
Male,No,0,Graduate,Yes,51744.0,9349.0,Yes,191,180,0,Rural,N
Other,Yes,1,Graduate,No,23577.0,39195.0,Yes,220,120,0,Rural,N
Female,Yes,0,Graduate,Yes,51230.0,32869.0,Yes,414,180,0,Rural,N
Other,No,2,Graduate,Yes,33248.0,33144.0,Yes,61,300,1,Urban,Y
Male,Yes,0,Graduate,No,7934.0,8397.0,Yes,104,300,1,Semiurban,Y
Other,No,0,Not Graduate,No,27927.0,11916.0,Yes,551,360,0,Urban,N
Female,No,1,Graduate,No,28877.0,25631.0,Yes,652,60,0,Rural,Y
Other,No,2,Graduate,Yes,22471.0,43017.0,Yes,374,300,0,Urban,N
Female,No,3,Graduate,No,41841.0,36431.0,Yes,546,60,1,Rural,N
Female,Yes,3,Not Graduate,No,8853.0,46246.0,Yes,365,300,1,Semiurban,Y
Male,Yes,3,Not Graduate,Yes,39018.0,22678.0,Yes,221,240,0,Semiurban,N
Male,No,3,Graduate,Yes,61501.0,33828.0,Yes,439,300,0,Rural,N
Male,Yes,1,Not Graduate,No,3257.0,21947.0,Yes,630,180,1,Semiurban,Y
Female,Yes,2,Not Graduate,No,32671.0,48469.0,Yes,327,240,0,Semiurban,N
Other,Yes,1,Graduate,Yes,7730.0,5124.0,Yes,370,300,1,Semiurban,Y
Female,No,0,Not Graduate,Yes,14305.0,41849.0,Yes,133,180,1,Semiurban,N
Male,Yes,2,Not Graduate,No,53548.0,29921.0,Yes,137,360,1,Urban,Y
Male,Yes,2,Graduate,Yes,35116.0,22480.4,Yes,197,240,1,Semiurban,Y
Other,Yes,3,Graduate,Yes,25839.0,19579.0,Yes,585,180,1,Urban,N
Male,No,3,Not Graduate,No,13818.0,45458.0,Yes,377,240,0,Rural,N
Male,Yes,3,Graduate,No,9202.0,31658.0,Yes,147,360,0,Urban,Y
Male,Yes,3,Graduate,No,41946.0,33578.0,Yes,263,360,0,Semiurban,N
Other,No,0,Graduate,Yes,20031.0,9250.0,Yes,360,240,0,Urban,N
Female,Yes,3,Not Graduate,No,16298.0,25836.0,Yes,421,180,0,Rural,N
Male,No,1,Graduate,Yes,68311.0,30163.0,Yes,527,120,0,Urban,N
Other,No,2,Not Graduate,Yes,62612.0,37150.4,Yes,232,240,0,Urban,N
Male,No,0,Not Graduate,Yes,33842.0,10038.0,Yes,247,60,1,Semiurban,N
Other,No,0,Graduate,Yes,30348.8,4412.0,Yes,382,120,1,Urban,Y
Male,No,2,Not Graduate,No,24366.0,4398.0,Yes,669,60,1,Rural,Y
Other,No,2,Graduate,Yes,27057.0,42085.0,Yes,459,180,0,Semiurban,N
Male,Yes,2,Graduate,No,9080.0,28236.0,Yes,406,60,0,Semiurban,N
Female,No,0,Graduate,Yes,34942.0,657.0,Yes,140,300,1,Urban,Y
Male,Yes,1,Graduate,Yes,35894.6,32820.0,Yes,224,240,1,Urban,Y
Other,Yes,1,Graduate,No,27232.0,45400.0,Yes,692,360,0,Urban,N
Male,No,2,Not Graduate,No,63928.0,17492.0,Yes,688,60,0,Semiurban,N
Female,Yes,0,Not Graduate,No,3329.0,33754.0,Yes,447,60,1,Urban,Y
Male,Yes,3,Graduate,No,63363.0,22410.0,Yes,313,300,1,Semiurban,Y
Other,Yes,0,Not Graduate,No,33595.0,8402.0,Yes,540,180,0,Rural,N
Other,No,2,Not Graduate,No,8446.0,33543.0,Yes,576,360,0,Semiurban,N
Female,Yes,0,Not Graduate,Yes,69204.0,9106.0,Yes,222,240,0,Semiurban,N
Other,Yes,0,Not Graduate,No,49094.0,45238.0,Yes,222,180,0,Semiurban,N
Male,No,0,Graduate,Yes,17822.0,23823.0,Yes,308,240,1,Rural,Y
Male,Yes,3,Graduate,Yes,19825.0,33273.0,Yes,414,300,0,Semiurban,Y
Male,Yes,2,Graduate,No,55077.0,36066.0,Yes,444,240,1,Urban,N
Other,Yes,2,Not Graduate,Yes,7020.0,26433.0,Yes,58,60,1,Urban,Y
Male,No,2,Not Graduate,Yes,25061.0,30731.0,Yes,309,360,0,Semiurban,N
Male,Yes,1,Graduate,No,27849.0,20572.0,Yes,162,240,0,Urban,N
Male,Yes,1,Graduate,No,56865.0,43197.0,Yes,524,300,1,Urban,Y
Other,No,0,Graduate,No,38894.0,11105.0,Yes,227,360,1,Urban,Y
Other,Yes,2,Graduate,Yes,22752.0,31741.0,Yes,531,60,0,Urban,Y
Female,No,3,Graduate,No,31269.0,48916.0,Yes,695,120,0,Semiurban,N
Other,No,3,Not Graduate,No,32140.0,49412.0,Yes,477,240,1,Semiurban,Y
Female,No,0,Graduate,No,24639.0,1951.0,Yes,566,300,1,Rural,Y
Female,Yes,0,Graduate,Yes,67320.0,2370.0,Yes,234,180,0,Rural,N
Other,No,1,Graduate,Yes,11066.0,38921.0,Yes,644,180,0,Rural,Y
Male,No,3,Graduate,No,11261.0,48068.0,Yes,630,300,1,Rural,N
Male,No,0,Graduate,No,7585.0,41047.0,Yes,425,180,0,Semiurban,N
Other,No,2,Not Graduate,Yes,58292.0,11581.0,Yes,61,360,1,Semiurban,Y
Female,Yes,1,Not Graduate,Yes,41585.0,27870.0,Yes,246,240,1,Rural,Y
Other,Yes,3,Not Graduate,No,3116.0,2734.0,Yes,615,300,1,Urban,Y
Female,No,3,Not Graduate,No,18616.0,2256.0,Yes,534,240,1,Semiurban,N
Other,No,1,Not Graduate,Yes,32590.0,35737.0,Yes,385,360,1,Urban,Y
Male,No,0,Graduate,No,68436.0,48745.0,Yes,378,180,0,Semiurban,Y
Male,Yes,3,Graduate,No,11685.0,10502.0,Yes,466,300,1,Urban,N
Female,Yes,3,Graduate,No,17138.0,36045.0,Yes,186,360,0,Urban,N
Male,Yes,2,Graduate,No,22067.0,44528.0,Yes,323,360,0,Rural,Y
Female,No,1,Graduate,Yes,56327.0,3969.0,Yes,407,60,0,Semiurban,N
Other,No,3,Graduate,No,42396.0,43677.0,Yes,511,240,0,Semiurban,N
Other,No,1,Graduate,Yes,41211.0,40688.0,Yes,280,300,1,Urban,Y
